"","Row","Sample","Anon Student Id","Problem Hierarchy","Problem Name","Problem View","Problem Start Time","Problem End Time","Latency (sec)","Steps Missing Start Times","Hints","Incorrects","Corrects","Avg Corrects","Steps","Avg Assistance Score","Correct First Attempts","Condition","KCs (Geometry)","Steps without KCs (Geometry)","KC List (Geometry)","KCs (KRE_circle_area)","Steps without KCs (KRE_circle_area)","KC List (KRE_circle_area)","KCs (Khushboo)","Steps without KCs (Khushboo)","KC List (Khushboo)","KCs (MJB-SQRECT-Merge)","Steps without KCs (MJB-SQRECT-Merge)","KC List (MJB-SQRECT-Merge)","KCs (MyKC)","Steps without KCs (MyKC)","KC List (MyKC)","KCs (NNEWWW)","Steps without KCs (NNEWWW)","KC List (NNEWWW)","KCs (New)","Steps without KCs (New)","KC List (New)","KCs (NewModel)","Steps without KCs (NewModel)","KC List (NewModel)","KCs (Single-KC)","Steps without KCs (Single-KC)","KC List (Single-KC)","KCs (Textbook)","Steps without KCs (Textbook)","KC List (Textbook)","KCs (Textbook-test)","Steps without KCs (Textbook-test)","KC List (Textbook-test)","KCs (Unique-step)","Steps without KCs (Unique-step)","KC List (Unique-step)","KCs (Zhulin_Textbook11_SquareRectMerge)","Steps without KCs (Zhulin_Textbook11_SquareRectMerge)","KC List (Zhulin_Textbook11_SquareRectMerge)","KCs (new KC model name)","Steps without KCs (new KC model name)","KC List (new KC model name)"
"1175",1175,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","PENTAGON",2,"1996-02-01 00:32:23","1996-02-01 00:33:05",42,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,26,1,0,"pentagon-area",1,0,20
"1176",1176,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","DESIGNING_A_QUILT",2,"1996-02-01 00:34:09","1996-02-01 00:35:43",94,0,0,2,12,1,12,0.167,10,0,1,0,"Geometry",2,0,"compose-by-multiplication, triangle-area",2,0,"area, compose-by-multiplication",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",1,0,"Single-KC",2,0,"compose-by-multiplication, triangle-area",2,0,"compose-by-multiplication, triangle-area",12,0,9.99999999999999,2,0,"compose-by-multiplication, triangle-area",2,0,17
"1177",1177,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","PENTAGON_ABCDE",3,"1996-02-01 00:35:48","1996-02-01 00:36:26",38,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,3,1,0,"pentagon-area",1,0,20
"1178",1178,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRIANGLE_ABC",2,"1996-02-01 00:36:56","1996-02-01 00:37:27",31,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",3,0,50,1,0,"triangle-area",1,0,23
"1179",1179,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","PENTAGON",3,"1996-02-01 00:37:39","1996-02-01 00:38:23",44,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,26,1,0,"pentagon-area",1,0,20
"1180",1180,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","PENTAGON_ABCDE",4,"1996-02-01 00:38:42","1996-02-01 00:39:20",38,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,3,1,0,"pentagon-area",1,0,20
"1181",1181,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","PENTAGON",4,"1996-02-01 00:39:32","1996-02-01 00:40:10",38,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,26,1,0,"pentagon-area",1,0,20
"1182",1182,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","PENTAGON_ABCDE",5,"1996-02-01 00:40:25","1996-02-01 00:40:51",26,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,3,1,0,"pentagon-area",1,0,20
"1183",1183,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","PENTAGON",5,"1996-02-01 00:41:10","1996-02-01 00:41:35",25,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"pentagon-area",1,0,"area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"pentagon-area",1,0,"Single-KC",1,0,"pentagon-area",1,0,"pentagon-area",3,0,26,1,0,"pentagon-area",1,0,20
"1184",1184,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","CIRCLE_O",1,"1996-02-01 00:41:50","1996-02-01 00:44:55",185,0,0,6,12,1,12,0.5,6,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",12,0,12,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"1185",1185,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","LAWN_SPRINKLER",1,"1996-02-01 00:45:24","1996-02-01 00:45:24",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,62,1,0,"circle-area",1,0,1
"1186",1186,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","COVERING_POOL",1,"1996-02-01 00:45:53","1996-02-01 00:46:13",20,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"circle-area, circle-diameter",2,0,"area, diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",1,0,"Single-KC",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,28,2,0,"circle-area, circle-diameter",2,0,4
"1187",1187,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","DOG_ON_A_ROPE",1,"1996-02-01 00:46:20","1996-02-01 00:46:43",23,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"circle-area, circle-circumference",2,0,"area, circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",1,0,"Single-KC",2,0,"circle-area, circle-circumference",2,0,"circle-area, circle-circumference",2,0,9,2,0,"circle-area, circle-circumference",2,0,2
"1188",1188,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","LAWN_SPRINKLER_2",1,"1996-02-01 00:46:57","1996-02-01 00:47:58",61,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, rectangle-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,48,3,0,"circle-area, compose-by-addition, square-rect-area",3,0,8
"1189",1189,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","CIRCLE_DIAMETER",1,"1996-02-01 00:48:14","1996-02-01 00:48:38",24,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,37,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"1190",1190,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","CIRCLE_AREA",1,"1996-02-01 00:49:05","1996-02-01 00:49:29",24,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,58,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"1191",1191,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","CIRCLE_RADIUS",1,"1996-02-01 00:49:53","1996-02-01 00:50:05",12,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,39,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"1192",1192,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","CIRCLE_CIRCUMFERENCE",1,"1996-02-01 00:50:20","1996-02-01 00:50:30",10,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,16,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"1193",1193,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","CIRCLE_DIAMETER",2,"1996-02-01 00:50:44","1996-02-01 00:50:56",12,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,37,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"1194",1194,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","CIRCLE_AREA",2,"1996-02-01 00:51:17","1996-02-01 00:52:17",60,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,58,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"1195",1195,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","CIRCLE_O",2,"1996-02-01 00:52:32","1996-02-01 00:56:28",236,0,0,2,12,1,12,0.167,10,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",12,0,12,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"1196",1196,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TROGS",1,"1996-02-01 00:56:42","1996-02-01 01:06:27",585,0,0,4,12,1,12,0.333,8,0,1,0,"Geometry",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",3,0,"area, compose-by-addition, equi-tri-height?",4,0,"compose-by-addition, equi-tri-height?, sq_rect-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-rect-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, square-rect-area, triangle-area",1,0,"Single-KC",4,0,"compose-by-addition, equi-tri-height?, square-area, triangle-area",4,0,"compose-by-addition, equi-tri-height?, rectangle-area, triangle-area",12,0,4,4,0,"compose-by-addition, equi-tri-height?, square-rect-area, triangle-area",4,0,14
"1197",1197,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","WATERING_VEGGIES",1,"1996-02-01 01:06:39","1996-02-01 01:07:31",52,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, square-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,29,3,0,"circle-area, compose-by-addition, square-rect-area",3,0,8
"1198",1198,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","POGS",1,"1996-02-01 01:07:49","1996-02-01 01:09:24",95,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"Single-KC",1,0,"compose-by-addition",1,0,"compose-by-addition",3,0,51,1,0,"compose-by-addition",1,0,11
"1199",1199,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","ONE_CIRCLE_IN_SQUARE",1,"1996-02-01 01:09:43","1996-02-01 01:10:10",27,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",3,0,"circle-area, compose-by-addition, square-area",2,0,"area, compose-by-addition",3,0,"circle-area, compose-by-addition, sq_rect-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, square-rect-area",3,0,"circle-area, compose-by-addition, square-rect-area",1,0,"Single-KC",3,0,"circle-area, compose-by-addition, square-area",3,0,"circle-area, compose-by-addition, rectangle-area",3,0,43,3,0,"circle-area, compose-by-addition, square-rect-area",3,0,8
"1200",1200,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TWO_CIRCLES_IN_CIRCLE",1,"1996-02-01 01:10:32","1996-02-01 01:12:04",92,0,0,3,4,1,4,0.75,1,0,1,0,"Geometry",2,0,"circle-area, compose-by-addition",2,0,"area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",1,0,"Single-KC",2,0,"circle-area, compose-by-addition",2,0,"circle-area, compose-by-addition",4,0,35,2,0,"circle-area, compose-by-addition",2,0,5
"1201",1201,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TWO_CIRCLES_IN_SQUARE",1,"1996-02-01 01:13:30","1996-02-01 01:15:38",128,0,0,1,4,1,4,0.25,3,0,1,0,"Geometry",4,0,"circle-area, compose-by-addition, compose-by-multiplication, square-area",3,0,"area, compose-by-addition, compose-by-multiplication",4,0,"circle-area, compose-by-addition, compose-by-multiplication, sq_rect-area",4,0,"circle-area, compose-by-addition, compose-by-multiplication, square-area",4,0,"circle-area, compose-by-addition, compose-by-multiplication, square-area",4,0,"circle-area, compose-by-addition, compose-by-multiplication, square-rect-area",4,0,"circle-area, compose-by-addition, compose-by-multiplication, square-rect-area",1,0,"Single-KC",4,0,"circle-area, compose-by-addition, compose-by-multiplication, square-area",4,0,"circle-area, compose-by-addition, compose-by-multiplication, rectangle-area",4,0,20,4,0,"circle-area, compose-by-addition, compose-by-multiplication, square-rect-area",4,0,7
"1202",1202,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TRIANGLE_AREA",1,"1996-02-01 01:16:38","1996-02-01 01:16:38",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"triangle-area",1,0,"area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"triangle-area",1,0,"Single-KC",1,0,"triangle-area",1,0,"triangle-area",1,0,54,1,0,"triangle-area",1,0,23
"1203",1203,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","POGS",2,"1996-02-01 01:16:52","1996-02-01 01:17:48",56,0,0,1,3,1,3,0.333,2,0,1,0,"Geometry",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"compose-by-addition",1,0,"Single-KC",1,0,"compose-by-addition",1,0,"compose-by-addition",3,0,51,1,0,"compose-by-addition",1,0,11
"1204",1204,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","TWO_CIRCLES_IN_SQUARE",2,"1996-02-01 01:18:00","1996-02-01 01:18:14",14,0,0,0,2,1,2,0,2,0,1,0,"Geometry",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",1,0,"Single-KC",2,0,"compose-by-addition, compose-by-multiplication",2,0,"compose-by-addition, compose-by-multiplication",2,0,23,2,0,"compose-by-addition, compose-by-multiplication",2,0,12
"1205",1205,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","LAWN_SPRINKLER",2,"1996-02-01 01:19:09","1996-02-01 01:19:09",0,0,0,0,1,1,1,0,1,0,1,0,"Geometry",1,0,"circle-area",1,0,"area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"circle-area",1,0,"Single-KC",1,0,"circle-area",1,0,"circle-area",1,0,62,1,0,"circle-area",1,0,1
"1206",1206,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","COVERING_POOL",2,"1996-02-01 01:19:21","1996-02-01 01:20:44",83,0,0,1,2,1,2,0.5,1,0,1,0,"Geometry",2,0,"circle-area, circle-diameter",2,0,"area, diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",1,0,"Single-KC",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,28,2,0,"circle-area, circle-diameter",2,0,4
"1207",1207,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","CIRCLE_CIRCUMFERENCE",2,"1996-02-01 01:20:54","1996-02-01 01:21:10",16,0,0,3,3,1,3,1,0,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,16,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"1208",1208,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","COVERING_POOL",3,"1996-02-01 01:21:54","1996-02-01 01:22:25",31,0,0,3,4,2,2,1.5,0,0,1,0,"Geometry",2,0,"circle-area, circle-diameter",2,0,"area, diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",1,0,"Single-KC",2,0,"circle-area, circle-diameter",2,0,"circle-area, circle-diameter",2,0,28,2,0,"circle-area, circle-diameter",2,0,4
"1209",1209,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","CIRCLE_DIAMETER",3,"1996-02-01 01:22:37","1996-02-01 01:23:01",24,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,37,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"1210",1210,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","CIRCLE_AREA",3,"1996-02-01 01:23:22","1996-02-01 01:24:00",38,0,0,2,3,1,3,0.667,1,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,58,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"1211",1211,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","CIRCLE_CIRCUMFERENCE",3,"1996-02-01 01:24:16","1996-02-01 01:25:46",90,0,0,0,3,1,3,0,3,0,1,0,"Geometry",3,0,"circle-circumference, circle-diameter, circle-pi",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,16,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"1212",1212,"All Data","Stu_d7f18a5fa205a889b0c5b0b56a7127d3","Unit Area","CIRCLE_O",3,"1996-02-01 01:26:09","1996-02-01 01:28:02",113,0,0,0,12,1,12,0,12,0,1,0,"Geometry",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"area, circumference, diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",1,0,"Single-KC",3,0,"circle-area, circle-circumference, circle-diameter",3,0,"circle-area, circle-circumference, circle-diameter",12,0,12,3,0,"circle-area, circle-circumference, circle-diameter",3,0,3
"1213",1213,"All Data","Stu_d84aa55d6a524370492c9ed6d401919a","Unit Area","RECTANGLE_ABCD",1,"1996-02-01 00:00:27","1996-02-01 00:00:46",19,0,0,0,3,1,3,0,3,0,1,0,"Geometry",1,0,"rectangle-area",1,0,"area",1,0,"sq_rect-area",1,0,"rectangle-area",1,0,"rectangle-area",1,0,"square-rect-area",1,0,"square-rect-area",1,0,"Single-KC",1,0,"rectangle-area",1,0,"rectangle-area",3,0,30,1,0,"square-rect-area",1,0,21
"1214",1214,"All Data","Stu_d84aa55d6a524370492c9ed6d401919a","Unit Area","BUILDING_A_SIDEWALK",1,"1996-02-01 00:00:55","1996-02-01 00:02:12",77,0,0,0,9,1,9,0,9,0,1,0,"Geometry",2,0,"compose-by-addition, rectangle-area",2,0,"area, compose-by-addition",2,0,"compose-by-addition, sq_rect-area",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, square-rect-area",2,0,"compose-by-addition, square-rect-area",1,0,"Single-KC",2,0,"compose-by-addition, rectangle-area",2,0,"compose-by-addition, rectangle-area",9,0,25,2,0,"compose-by-addition, square-rect-area",2,0,15
