"","Row","Sample","Anon Student Id","Problem Hierarchy","Problem Name","Problem View","Step Name","Step Start Time","First Transaction Time","Correct Transaction Time","Step End Time","Step Duration (sec)","Correct Step Duration (sec)","Error Step Duration (sec)","First Attempt","Incorrects","Hints","Corrects","Condition","KC (Geometry)","Opportunity (Geometry)","Predicted Error Rate (Geometry)","KC (KRE_circle_area)","Opportunity (KRE_circle_area)","Predicted Error Rate (KRE_circle_area)","KC (Khushboo)","Opportunity (Khushboo)","Predicted Error Rate (Khushboo)","KC (MJB-SQRECT-Merge)","Opportunity (MJB-SQRECT-Merge)","Predicted Error Rate (MJB-SQRECT-Merge)","KC (MyKC)","Opportunity (MyKC)","Predicted Error Rate (MyKC)","KC (NNEWWW)","Opportunity (NNEWWW)","Predicted Error Rate (NNEWWW)","KC (New)","Opportunity (New)","Predicted Error Rate (New)","KC (NewModel)","Opportunity (NewModel)","Predicted Error Rate (NewModel)","KC (Single-KC)","Opportunity (Single-KC)","Predicted Error Rate (Single-KC)","KC (Textbook)","Opportunity (Textbook)","Predicted Error Rate (Textbook)","KC (Textbook-test)","Opportunity (Textbook-test)","Predicted Error Rate (Textbook-test)","KC (Unique-step)","Opportunity (Unique-step)","Predicted Error Rate (Unique-step)","KC (Zhulin_Textbook11_SquareRectMerge)","Opportunity (Zhulin_Textbook11_SquareRectMerge)","Predicted Error Rate (Zhulin_Textbook11_SquareRectMerge)","KC (new KC model name)","Opportunity (new KC model name)","Predicted Error Rate (new KC model name)"
"3609",3609,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","BUILDING_A_SIDEWALK",1,"(LARGE-RECTANGLE-AREA QUESTION2)","1996-02-01 00:01:11","1996-02-01 00:01:14","1996-02-01 00:01:14","1996-02-01 00:01:14",3,3,-491.544158024959,"correct",0,0,1,0,"Geometry",8,0.1958,"rectangle-area",7,0.0649,"area",7,0.2026,"sq_rect-area",7,0.0649,"rectangle-area",7,0.065,"rectangle-area",7,0.065,"square-rect-area",7,0.0649,"square-rect-area",7,0.0649,"Single-KC",8,0.1958,"rectangle-area",7,0.065,"rectangle-area",7,0.0649,111,1,0,"square-rect-area",7,0.0649,9,7,0.0596
"3610",3610,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","BUILDING_A_SIDEWALK",1,"(SIDEWALK-AREA QUESTION2)","1996-02-01 00:01:14","1996-02-01 00:01:17","1996-02-01 00:01:17","1996-02-01 00:01:17",3,3,-505.637712622049,"correct",0,0,1,0,"Geometry",9,0.1957,"compose-by-addition",2,0.1977,"compose-by-addition",2,0.2098,"compose-by-addition",2,0.1979,"compose-by-addition",2,0.1978,"compose-by-addition",2,0.1978,"compose-by-addition",2,0.1979,"compose-by-addition",2,0.1979,"Single-KC",9,0.1957,"compose-by-addition",2,0.1978,"compose-by-addition",2,0.1979,17,1,0.044,"compose-by-addition",2,0.1979,4,2,0.2206
"3611",3611,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","BUILDING_A_SIDEWALK",1,"(POOL-AREA QUESTION3)","1996-02-01 00:01:17","1996-02-01 00:01:22","1996-02-01 00:01:22","1996-02-01 00:01:22",5,5,-511.299830905402,"correct",0,0,1,0,"Geometry",10,0.1957,"rectangle-area",8,0.0628,"area",8,0.2022,"sq_rect-area",8,0.0635,"rectangle-area",8,0.0629,"rectangle-area",8,0.0629,"square-rect-area",8,0.0635,"square-rect-area",8,0.0635,"Single-KC",10,0.1957,"rectangle-area",8,0.0629,"rectangle-area",8,0.0635,122,1,0.0329,"square-rect-area",8,0.0635,9,8,0.0576
"3612",3612,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","BUILDING_A_SIDEWALK",1,"(LARGE-RECTANGLE-AREA QUESTION3)","1996-02-01 00:01:22","1996-02-01 00:01:26","1996-02-01 00:01:26","1996-02-01 00:01:26",4,4,-509.249379657968,"correct",0,0,1,0,"Geometry",11,0.1957,"rectangle-area",9,0.0607,"area",9,0.2018,"sq_rect-area",9,0.0621,"rectangle-area",9,0.0608,"rectangle-area",9,0.0608,"square-rect-area",9,0.0621,"square-rect-area",9,0.0621,"Single-KC",11,0.1957,"rectangle-area",9,0.0608,"rectangle-area",9,0.0621,32,1,0.0336,"square-rect-area",9,0.0621,9,9,0.0556
"3613",3613,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","BUILDING_A_SIDEWALK",1,"(SIDEWALK-AREA QUESTION3)","1996-02-01 00:01:26","1996-02-01 00:01:29","1996-02-01 00:01:29","1996-02-01 00:01:29",3,3,-500.205225662694,"correct",0,0,1,0,"Geometry",12,0.1956,"compose-by-addition",3,0.1977,"compose-by-addition",3,0.2098,"compose-by-addition",3,0.1979,"compose-by-addition",3,0.1978,"compose-by-addition",3,0.1978,"compose-by-addition",3,0.1979,"compose-by-addition",3,0.1979,"Single-KC",12,0.1956,"compose-by-addition",3,0.1978,"compose-by-addition",3,0.1979,33,1,0.0158,"compose-by-addition",3,0.1979,4,3,0.2206
"3614",3614,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","PARALLELOGRAM_ABDE",1,"(AREA QUESTION1)","1996-02-01 00:01:35","1996-02-01 00:01:35","1996-02-01 00:01:35","1996-02-01 00:01:35",0,0,-484.886235702527,"correct",0,0,1,0,"Geometry",13,0.1956,"parallelogram-area",1,0.0866,"area",10,0.2015,"parallelogram-area",1,0.0868,"parallelogram-area",1,0.0867,"parallelogram-area",1,0.0867,"parallelogram-area",1,0.0868,"parallelogram-area",1,0.0868,"Single-KC",13,0.1956,"parallelogram-area",1,0.0867,"parallelogram-area",1,0.0868,62,1,0.0393,"parallelogram-area",1,0.0868,4.51154780412551,0.854510838284133,0.19909219877144
"3615",3615,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","PARALLELOGRAM_ABDE",1,"(HEIGHT QUESTION2)","1996-02-01 00:01:35","1996-02-01 00:01:38","1996-02-01 00:01:38","1996-02-01 00:01:38",3,3,-464.011276560416,"correct",0,0,1,0,"Geometry",14,0.1956,"parallelogram-area",2,0.0866,"area",11,0.2011,"parallelogram-area",2,0.0868,"parallelogram-area",2,0.0867,"parallelogram-area",2,0.0867,"parallelogram-area",2,0.0868,"parallelogram-area",2,0.0868,"Single-KC",14,0.1956,"parallelogram-area",2,0.0867,"parallelogram-area",2,0.0868,48,1,0.0629,"parallelogram-area",2,0.0868,7,1,0.1108
"3616",3616,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","PARALLELOGRAM_ABDE",1,"(BASE QUESTION3)","1996-02-01 00:01:38","1996-02-01 00:01:41","1996-02-01 00:01:41","1996-02-01 00:01:41",3,3,-438.299215019309,"correct",0,0,1,0,"Geometry",15,0.1955,"parallelogram-area",3,0.0866,"area",12,0.2007,"parallelogram-area",3,0.0868,"parallelogram-area",3,0.0867,"parallelogram-area",3,0.0867,"parallelogram-area",3,0.0868,"parallelogram-area",3,0.0868,"Single-KC",15,0.1955,"parallelogram-area",3,0.0867,"parallelogram-area",3,0.0868,125,1,0.0874,"parallelogram-area",3,0.0868,7,2,0.1108
"3617",3617,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","SQUARE_ABCD",1,"(AREA QUESTION1)","1996-02-01 00:01:43","1996-02-01 00:01:43","1996-02-01 00:01:43","1996-02-01 00:01:43",0,0,-408.468917862153,"correct",0,0,1,0,"Geometry",16,0.1955,"square-area",1,0.0494,"area",13,0.2003,"sq_rect-area",10,0.0608,"square-area",1,0.0493,"square-area",1,0.0493,"square-rect-area",10,0.0608,"square-rect-area",10,0.0608,"Single-KC",16,0.1955,"square-area",1,0.0493,"rectangle-area",10,0.0608,106,1,0,"square-rect-area",10,0.0608,9,10,0.0537
"3618",3618,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","SQUARE_ABCD",1,"(HEIGHT QUESTION2)","1996-02-01 00:01:43","1996-02-01 00:01:45","1996-02-01 00:01:45","1996-02-01 00:01:45",2,2,-375.239251871896,"correct",0,0,1,0,"Geometry",17,0.1955,"square-area",2,0.0494,"area",14,0.1999,"sq_rect-area",11,0.0594,"square-area",2,0.0493,"square-area",2,0.0493,"square-rect-area",11,0.0594,"square-rect-area",11,0.0594,"Single-KC",17,0.1955,"square-area",2,0.0493,"rectangle-area",11,0.0594,42,1,0.0189,"square-rect-area",11,0.0594,9,11,0.0519
"3619",3619,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","SQUARE_ABCD",1,"(BASE QUESTION3)","1996-02-01 00:01:45","1996-02-01 00:01:49","1996-02-01 00:01:49","1996-02-01 00:01:49",4,4,-339.329083831487,"correct",0,0,1,0,"Geometry",18,0.1954,"square-area",3,0.0494,"area",15,0.1995,"sq_rect-area",12,0.0581,"square-area",3,0.0493,"square-area",3,0.0493,"square-rect-area",12,0.0581,"square-rect-area",12,0.0581,"Single-KC",18,0.1954,"square-area",3,0.0493,"rectangle-area",12,0.0581,50,1,0.0189,"square-rect-area",12,0.0581,9,12,0.0501
"3620",3620,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","PAINTING_THE_WALL",1,"(WALL-AREA QUESTION1)","1996-02-01 00:01:51","1996-02-01 00:01:51","1996-02-01 00:01:51","1996-02-01 00:01:51",0,0,-301.457280523872,"correct",0,0,1,0,"Geometry",19,0.1954,"rectangle-area",10,0.0587,"area",16,0.1991,"sq_rect-area",13,0.0569,"rectangle-area",10,0.0588,"rectangle-area",10,0.0588,"square-rect-area",13,0.0569,"square-rect-area",13,0.0569,"Single-KC",19,0.1954,"rectangle-area",10,0.0588,"rectangle-area",13,0.0569,54,1,0.2285,"square-rect-area",13,0.0569,9.18164758213857,12.6531114388759,0.0669266573650109
"3621",3621,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","PAINTING_THE_WALL",1,"(DOOR-AREA QUESTION1)","1996-02-01 00:01:51","1996-02-01 00:01:55","1996-02-01 00:01:55","1996-02-01 00:01:55",4,4,-262.342708732001,"correct",0,0,1,0,"Geometry",20,0.1953,"rectangle-area",11,0.0567,"area",17,0.1988,"sq_rect-area",14,0.0556,"rectangle-area",11,0.0568,"rectangle-area",11,0.0568,"square-rect-area",14,0.0556,"square-rect-area",14,0.0556,"Single-KC",20,0.1953,"rectangle-area",11,0.0568,"rectangle-area",14,0.0556,112,1,0.0472,"square-rect-area",14,0.0556,9.34579329739909,12.2573626261167,0.109096181056334
"3622",3622,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","PAINTING_THE_WALL",1,"(PAINTED-AREA QUESTION1)","1996-02-01 00:01:55","1996-02-01 00:02:04","1996-02-01 00:02:04","1996-02-01 00:02:04",9,9,-222.704235238821,"correct",0,0,1,0,"Geometry",21,0.1953,"compose-by-addition",4,0.1977,"compose-by-addition",4,0.2098,"compose-by-addition",4,0.1979,"compose-by-addition",4,0.1978,"compose-by-addition",4,0.1978,"compose-by-addition",4,0.1979,"compose-by-addition",4,0.1979,"Single-KC",21,0.1953,"compose-by-addition",4,0.1978,"compose-by-addition",4,0.1979,31,1,0.2826,"compose-by-addition",4,0.1979,9.4921963806826,11.0599835361792,0.169893608087852
"3623",3623,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","PAINTING_THE_WALL",1,"(WALL-AREA QUESTION2)","1996-02-01 00:02:04","1996-02-01 00:02:11","1996-02-01 00:02:11","1996-02-01 00:02:11",7,7,-183.260726827279,"correct",0,0,1,0,"Geometry",22,0.1953,"rectangle-area",12,0.0549,"area",18,0.1984,"sq_rect-area",15,0.0544,"rectangle-area",12,0.0549,"rectangle-area",12,0.0549,"square-rect-area",15,0.0544,"square-rect-area",15,0.0544,"Single-KC",22,0.1953,"rectangle-area",12,0.0549,"rectangle-area",15,0.0544,11,1,0.0268,"square-rect-area",15,0.0544,9.62061606689017,9.30820414352042,0.242603975473446
"3624",3624,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","PAINTING_THE_WALL",1,"(WALL-AREA QUESTION3)","1996-02-01 00:02:11","1996-02-01 00:02:18","1996-02-01 00:02:18","1996-02-01 00:02:18",7,7,-144.731050280325,"correct",0,0,1,0,"Geometry",23,0.1952,"rectangle-area",13,0.053,"area",19,0.198,"sq_rect-area",16,0.0532,"rectangle-area",13,0.0531,"rectangle-area",13,0.0531,"square-rect-area",16,0.0532,"square-rect-area",16,0.0532,"Single-KC",23,0.1952,"rectangle-area",13,0.0531,"rectangle-area",16,0.0532,69,1,0.0423,"square-rect-area",16,0.0532,9.73081159092286,7.249254422597,0.320512320226998
"3625",3625,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","PAINTING_THE_WALL",1,"(DOOR-AREA QUESTION2)","1996-02-01 00:02:18","1996-02-01 00:02:22","1996-02-01 00:02:22","1996-02-01 00:02:22",4,4,-107.834072380905,"correct",0,0,1,0,"Geometry",24,0.1952,"rectangle-area",14,0.0513,"area",20,0.1976,"sq_rect-area",17,0.052,"rectangle-area",14,0.0513,"rectangle-area",14,0.0513,"square-rect-area",17,0.052,"square-rect-area",17,0.052,"Single-KC",24,0.1952,"rectangle-area",14,0.0513,"rectangle-area",17,0.052,18,1,0.0346,"square-rect-area",17,0.052,9.82254218768171,5.13036434786583,0.396903679362391
"3626",3626,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","PAINTING_THE_WALL",1,"(DOOR-AREA QUESTION3)","1996-02-01 00:02:22","1996-02-01 00:02:24","1996-02-01 00:02:24","1996-02-01 00:02:24",2,2,-73.2886599119673,"correct",0,0,1,0,"Geometry",25,0.1952,"rectangle-area",15,0.0495,"area",21,0.1972,"sq_rect-area",18,0.0509,"rectangle-area",15,0.0496,"rectangle-area",15,0.0496,"square-rect-area",18,0.0509,"square-rect-area",18,0.0509,"Single-KC",25,0.1952,"rectangle-area",15,0.0496,"rectangle-area",18,0.0509,94,1,0.0346,"square-rect-area",18,0.0509,9.8955670920678,3.19876389378372,0.465063089893505
"3627",3627,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","PAINTING_THE_WALL",1,"(PAINTED-AREA QUESTION2)","1996-02-01 00:02:24","1996-02-01 00:02:25","1996-02-01 00:02:25","1996-02-01 00:02:25",1,1,-41.81367965646,"correct",0,0,1,0,"Geometry",26,0.1951,"compose-by-addition",5,0.1977,"compose-by-addition",5,0.2098,"compose-by-addition",5,0.1979,"compose-by-addition",5,0.1978,"compose-by-addition",5,0.1978,"compose-by-addition",5,0.1979,"compose-by-addition",5,0.1979,"Single-KC",26,0.1951,"compose-by-addition",5,0.1978,"compose-by-addition",5,0.1979,107,1,0.0541,"compose-by-addition",5,0.1979,9.94964553898217,1.70168303480749,0.518275588834224
"3628",3628,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","PAINTING_THE_WALL",1,"(PAINTED-AREA QUESTION3)","1996-02-01 00:02:25","1996-02-01 00:02:31","1996-02-01 00:02:31","1996-02-01 00:02:31",6,6,-14.1279983973317,"correct",0,0,1,0,"Geometry",27,0.1951,"compose-by-addition",6,0.1977,"compose-by-addition",6,0.2098,"compose-by-addition",6,0.1979,"compose-by-addition",6,0.1978,"compose-by-addition",6,0.1978,"compose-by-addition",6,0.1979,"compose-by-addition",6,0.1979,"Single-KC",27,0.1951,"compose-by-addition",6,0.1978,"compose-by-addition",6,0.1979,124,1,0.0346,"compose-by-addition",6,0.1979,9.98453676332588,0.886351745393975,0.549826213198428
"3629",3629,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","TRAPEZOID_ABCD",1,"(AREA QUESTION1)","1996-02-01 00:02:36","1996-02-01 00:02:36","1996-02-01 00:02:36","1996-02-01 00:02:36",0,0,9.04951708247052,"correct",0,0,1,0,"Geometry",28,0.1951,"trapezoid-area",1,0.5385,"area",22,0.1969,"trapezoid-area",1,0.5384,"trapezoid-area",1,0.5385,"trapezoid-area",1,0.5385,"trapezoid-area",1,0.5384,"trapezoid-area",1,0.5384,"Single-KC",28,0.1951,"trapezoid-area",1,0.5385,"trapezoid-area",1,0.5384,104,1,0.598,"trapezoid-area",1,0.5384,10,1,0.553
"3630",3630,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","TRAPEZOID_ABCD",1,"(LONGER-BASE QUESTION2)","1996-02-01 00:02:36","1996-02-01 00:03:02","1996-02-01 00:03:03","1996-02-01 00:03:03",27,13.8249849495089,26.9999999999991,"incorrect",1,0,1,0,"Geometry",29,0.195,"trapezoid-area",2,0.5157,"area",23,0.1965,"trapezoid-area",2,0.5156,"trapezoid-area",2,0.5157,"trapezoid-area",2,0.5157,"trapezoid-area",2,0.5156,"trapezoid-area",2,0.5156,"Single-KC",29,0.195,"trapezoid-area",2,0.5157,"trapezoid-area",2,0.5156,61,1,0.529,"trapezoid-area",2,0.5156,10,2,0.5296
"3631",3631,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","TRAPEZOID_ABCD",1,"(HEIGHT QUESTION3)","1996-02-01 00:03:03","1996-02-01 00:03:24","1996-02-01 00:03:24","1996-02-01 00:03:24",21,21,39.2522515432786,"correct",0,0,1,0,"Geometry",30,0.195,"trapezoid-area",3,0.4928,"area",24,0.1961,"trapezoid-area",3,0.4928,"trapezoid-area",3,0.4929,"trapezoid-area",3,0.4929,"trapezoid-area",3,0.4928,"trapezoid-area",3,0.4928,"Single-KC",30,0.195,"trapezoid-area",3,0.4929,"trapezoid-area",3,0.4928,4,1,0.4932,"trapezoid-area",3,0.4928,10,3,0.5061
"3632",3632,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","TRAPEZOID_AREA",1,"(AREA QUESTION1)","1996-02-01 00:03:31","1996-02-01 00:03:31","1996-02-01 00:03:31","1996-02-01 00:03:31",0,0,46.325744784221,"correct",0,0,1,0,"Geometry",31,0.195,"trapezoid-area",4,0.4699,"area",25,0.1957,"trapezoid-area",4,0.47,"trapezoid-area",4,0.47,"trapezoid-area",4,0.47,"trapezoid-area",4,0.47,"trapezoid-area",4,0.47,"Single-KC",31,0.195,"trapezoid-area",4,0.47,"trapezoid-area",4,0.47,75,1,0.3679,"trapezoid-area",4,0.47,10,4,0.4825
"3633",3633,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","TRAPEZOID_HEIGHT",1,"(HEIGHT QUESTION3)","1996-02-01 00:03:58","1996-02-01 00:03:58","1996-02-01 00:03:58","1996-02-01 00:03:58",0,1.77635683940025e-15,48.9876207657127,"correct",0,0,1,0,"Geometry",32,0.1949,"trapezoid-area",5,0.4472,"area",26,0.1953,"trapezoid-area",5,0.4473,"trapezoid-area",5,0.4473,"trapezoid-area",5,0.4473,"trapezoid-area",5,0.4473,"trapezoid-area",5,0.4473,"Single-KC",32,0.1949,"trapezoid-area",5,0.4473,"trapezoid-area",5,0.4473,49,1,0.53,"trapezoid-area",5,0.4473,10,5,0.4591
"3634",3634,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","TRAPEZOID_BASE",1,"(LONGER-BASE QUESTION2)","1996-02-01 00:04:04","1996-02-01 00:04:04","1996-02-01 00:04:04","1996-02-01 00:04:04",0,0,48.0050205306394,"correct",0,0,1,0,"Geometry",33,0.1949,"trapezoid-area",6,0.4247,"area",27,0.195,"trapezoid-area",6,0.4248,"trapezoid-area",6,0.4248,"trapezoid-area",6,0.4248,"trapezoid-area",6,0.4248,"trapezoid-area",6,0.4248,"Single-KC",33,0.1949,"trapezoid-area",6,0.4248,"trapezoid-area",6,0.4248,5,1,0.3677,"trapezoid-area",6,0.4248,10,6,0.4358
"3635",3635,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","TRAPEZOID_ABCD",2,"(AREA QUESTION1)","1996-02-01 00:04:06","1996-02-01 00:04:06","1996-02-01 00:04:06","1996-02-01 00:04:06",0,-8.88178419700125e-16,44.1450851218869,"correct",0,0,1,0,"Geometry",34,0.1949,"trapezoid-area",7,0.4025,"area",28,0.1946,"trapezoid-area",7,0.4026,"trapezoid-area",7,0.4026,"trapezoid-area",7,0.4026,"trapezoid-area",7,0.4026,"trapezoid-area",7,0.4026,"Single-KC",34,0.1949,"trapezoid-area",7,0.4026,"trapezoid-area",7,0.4026,104,2,0.3692,"trapezoid-area",7,0.4026,10,7,0.4128
"3636",3636,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","TRAPEZOID_ABCD",2,"(LONGER-BASE QUESTION2)","1996-02-01 00:04:06","1996-02-01 00:04:21","1996-02-01 00:04:21","1996-02-01 00:04:21",15,15,38.1749555823409,"correct",0,0,1,0,"Geometry",35,0.1948,"trapezoid-area",8,0.3807,"area",29,0.1942,"trapezoid-area",8,0.3809,"trapezoid-area",8,0.3809,"trapezoid-area",8,0.3809,"trapezoid-area",8,0.3809,"trapezoid-area",8,0.3809,"Single-KC",35,0.1948,"trapezoid-area",8,0.3809,"trapezoid-area",8,0.3809,61,2,0.3391,"trapezoid-area",8,0.3809,10,8,0.3901
"3637",3637,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","TRAPEZOID_ABCD",2,"(HEIGHT QUESTION3)","1996-02-01 00:04:21","1996-02-01 00:04:24","1996-02-01 00:04:24","1996-02-01 00:04:24",3,3,30.8617729548871,"correct",0,0,1,0,"Geometry",36,0.1948,"trapezoid-area",9,0.3594,"area",30,0.1938,"trapezoid-area",9,0.3596,"trapezoid-area",9,0.3595,"trapezoid-area",9,0.3595,"trapezoid-area",9,0.3596,"trapezoid-area",9,0.3596,"Single-KC",36,0.1948,"trapezoid-area",9,0.3595,"trapezoid-area",9,0.3596,4,2,0.4184,"trapezoid-area",9,0.3596,10,9,0.368
"3638",3638,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","TRAPEZOID_BASE",2,"(LONGER-BASE QUESTION2)","1996-02-01 00:04:31","1996-02-01 00:04:31","1996-02-01 00:04:31","1996-02-01 00:04:31",0,0,22.9726782824112,"correct",0,0,1,0,"Geometry",37,0.1948,"trapezoid-area",10,0.3386,"area",31,0.1935,"trapezoid-area",10,0.3388,"trapezoid-area",10,0.3387,"trapezoid-area",10,0.3387,"trapezoid-area",10,0.3388,"trapezoid-area",10,0.3388,"Single-KC",37,0.1948,"trapezoid-area",10,0.3387,"trapezoid-area",10,0.3388,5.00000000000001,2,0.3027,"trapezoid-area",10,0.3388,10,10,0.3463
"3639",3639,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","TRIANGLE_ABC",1,"(AREA QUESTION1)","1996-02-01 00:04:34","1996-02-01 00:04:34","1996-02-01 00:04:34","1996-02-01 00:04:34",0,0,15.2748126077988,"correct",0,0,1,0,"Geometry",38,0.1947,"triangle-area",1,0.2144,"area",32,0.1931,"triangle-area",1,0.2146,"triangle-area",1,0.2144,"triangle-area",1,0.2144,"triangle-area",1,0.2146,"triangle-area",1,0.2146,"Single-KC",38,0.1947,"triangle-area",1,0.2144,"triangle-area",1,0.2146,121,1,0.1313,"triangle-area",1,0.2146,11,0.999999999999998,0.2173
"3640",3640,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","TRIANGLE_ABC",1,"(HEIGHT QUESTION2)","1996-02-01 00:04:34","1996-02-01 00:04:44","1996-02-01 00:04:44","1996-02-01 00:04:44",10,10,8.53531697393563,"correct",0,0,1,0,"Geometry",39,0.1947,"triangle-area",2,0.2098,"area",33,0.1927,"triangle-area",2,0.21,"triangle-area",2,0.2098,"triangle-area",2,0.2098,"triangle-area",2,0.21,"triangle-area",2,0.21,"Single-KC",39,0.1947,"triangle-area",2,0.2098,"triangle-area",2,0.21,56,1,0.3878,"triangle-area",2,0.21,11,2,0.2126
"3641",3641,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","TRIANGLE_ABC",1,"(BASE QUESTION3)","1996-02-01 00:04:44","1996-02-01 00:04:57","1996-02-01 00:04:57","1996-02-01 00:04:57",13,13,3.52133242370744,"correct",0,0,1,0,"Geometry",40,0.1947,"triangle-area",3,0.2053,"area",34,0.1923,"triangle-area",3,0.2054,"triangle-area",3,0.2053,"triangle-area",3,0.2053,"triangle-area",3,0.2054,"triangle-area",3,0.2054,"Single-KC",40,0.1947,"triangle-area",3,0.2053,"triangle-area",3,0.2054,131,1,0.1105,"triangle-area",3,0.2054,11,3,0.208
"3642",3642,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","TRIANGLE_TRIANGLE",1,"(AREA QUESTION1)","1996-02-01 00:05:14","1996-02-01 00:05:14","1996-02-01 00:05:15","1996-02-01 00:05:15",1,11.9784087213727,0.999999999999964,"incorrect",1,0,1,0,"Geometry",41,0.1946,"triangle-area",4,0.2008,"area",35,0.192,"triangle-area",4,0.201,"triangle-area",4,0.2008,"triangle-area",4,0.2008,"triangle-area",4,0.201,"triangle-area",4,0.201,"Single-KC",41,0.1946,"triangle-area",4,0.2008,"triangle-area",4,0.201,76,1,0.3232,"triangle-area",4,0.201,11,4,0.2035
"3643",3643,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","PENTAGON",1,"(AREA QUESTION1)","1996-02-01 00:05:35","1996-02-01 00:05:35","1996-02-01 00:05:36","1996-02-01 00:05:36",1,11.6174117060188,1,"incorrect",1,0,1,0,"Geometry",42,0.1946,"pentagon-area",1,0.5145,"area",36,0.1916,"pentagon-area",1,0.5145,"pentagon-area",1,0.5144,"pentagon-area",1,0.5144,"pentagon-area",1,0.5145,"pentagon-area",1,0.5145,"Single-KC",42,0.1946,"pentagon-area",1,0.5144,"pentagon-area",1,0.5145,77,1,0.476,"pentagon-area",1,0.5145,8,1,0.5188
"3644",3644,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","PENTAGON",1,"(APOTHEM QUESTION2)","1996-02-01 00:05:36","1996-02-01 00:05:51","1996-02-01 00:05:51","1996-02-01 00:05:51",15,15,1.22866882315949,"correct",0,0,1,0,"Geometry",43,0.1945,"pentagon-area",2,0.4871,"area",37,0.1912,"pentagon-area",2,0.487,"pentagon-area",2,0.487,"pentagon-area",2,0.487,"pentagon-area",2,0.487,"pentagon-area",2,0.487,"Single-KC",43,0.1945,"pentagon-area",2,0.487,"pentagon-area",2,0.487,20,1,0.593,"pentagon-area",2,0.487,8,2,0.4913
"3645",3645,"All Data","Stu_cf6b3f01b1bf297da154aaa975fbd9c1","Unit Area","PENTAGON",1,"(SIDE QUESTION3)","1996-02-01 00:05:51","1996-02-01 00:06:13","1996-02-01 00:06:13","1996-02-01 00:06:13",22,22,1.18487846347408,"correct",0,0,1,0,"Geometry",44,0.1945,"pentagon-area",3,0.4597,"area",38,0.1908,"pentagon-area",3,0.4597,"pentagon-area",3,0.4597,"pentagon-area",3,0.4597,"pentagon-area",3,0.4597,"pentagon-area",3,0.4597,"Single-KC",44,0.1945,"pentagon-area",3,0.4597,"pentagon-area",3,0.4597,37,1,0.3376,"pentagon-area",3,0.4597,8,3,0.4639
